,character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence,ipa,tone,tone_height,tone_contour,tone_level,tone_rising,tone_falling,vowel_backedness,vowel_height,vowel_roundedness,masculine,feminine
68,壁,bi4,16,5184,2918,0.28,3492,1188,861,982,1099,484,10.879,5.795,4.12,4.744,6.542,5.378,6.243,5.14,125.215,3.899,2.75,2.9,2.8,pi,4,high,falling,0,0,1,front,high,unround,0.6398420143174525,0.6398420143174525
69,璧,bi4,18,3947,5419,-0.157,2736,706,819,1569,1952,1543,8.523,3.444,3.919,7.58,11.619,17.144,8.705,5.013,6.045,5.152,3.75,3.9,3.3,pi,4,high,falling,0,0,1,front,high,unround,0.4214178945120649,0.4214178945120649
79,苾,bie2,8,47,297,-0.727,62,32,70,62,77,41,0.193,0.156,0.335,0.3,0.458,0.456,0.316,5.881,0.0,6.0,3.375,2.9,2.9,pi,2,mid,rising,0,1,0,front,high,unround,0.13662790697674418,0.13662790697674418
80,邠,bin1,6,3,0,1.0,2,0,1,0,0,0,0.006,0.0,0.005,0.0,0.0,0.0,0.002,5.999,0.0,6.0,3.0625,2.6,2.8,pin,1,high,level,1,0,0,front,high,unround,1.0,1.0
81,玢,bin1,8,952,3973,-0.613,329,421,684,1726,1268,497,1.025,2.054,3.273,8.338,7.548,5.522,4.627,5.25,0.322,5.879,3.625,3.3,3.3,fen,1,high,level,1,0,0,front,middle,unround,0.1932994923857868,0.1932994923857868
82,宾,bin1,10,508910,42041,0.847,59592,74996,132906,170769,90880,22152,185.645,365.834,635.914,824.971,540.952,246.133,466.575,3.33,55.501,4.248,3.75,3.9,3.4,pin,1,high,level,1,0,0,front,high,unround,0.9236937586101124,0.9236937586101124
83,彬,bin1,11,3332598,471470,0.752,662481,564747,757832,830871,677756,310607,2063.804,2754.863,3625.99,4013.87,4034.262,3451.189,3323.996,2.478,11.576,4.9,4.4375,4.2,3.5,pin,1,high,level,1,0,0,front,high,unround,0.8760616266586191,0.8760616266586191
84,斌,bin1,12,4814830,243107,0.904,647207,813912,1181715,1199966,883879,327804,2016.221,3970.302,5654.139,5796.937,5261.185,3642.267,4390.175,2.357,17.043,4.744,4.5625,4.1,3.7,pin,1,high,level,1,0,0,front,high,unround,0.9519355420994765,0.9519355420994765
85,滨,bin1,13,425603,55294,0.77,54030,72400,106679,120337,84532,43365,168.318,353.171,510.426,581.338,503.167,481.833,433.042,3.362,24.889,4.587,3.6875,3.7,3.2,pin,1,high,level,1,0,0,front,high,unround,0.8850190373406364,0.8850190373406364
86,缤,bin1,13,2195,2275,-0.018,99,178,385,791,1200,1817,0.308,0.868,1.842,3.821,7.143,20.189,5.695,5.174,6.303,5.137,3.9375,3.4,3.2,pin,1,high,level,1,0,0,front,high,unround,0.49105145413870244,0.49105145413870244
87,槟,bin1,14,10546,1806,0.708,339,476,1122,3091,4369,2963,1.056,2.322,5.368,14.932,26.006,32.922,13.768,4.831,4.116,5.291,3.125,2.9,3.0,piŋ,1,high,level,1,0,0,front,high,unround,0.853788860103627,0.853788860103627
88,镔,bin1,15,9625,895,0.83,331,345,1063,2227,3433,3121,1.031,1.683,5.086,10.758,20.435,34.678,12.279,4.877,0.0,6.0,2.875,2.6,2.9,pin,1,high,level,1,0,0,front,high,unround,0.9149239543726235,0.9149239543726235
89,膑,bin4,14,1096,179,0.719,30,68,207,395,406,168,0.093,0.332,0.99,1.908,2.417,1.867,1.268,5.644,1.415,5.617,2.625,2.8,3.3,pin,4,high,falling,0,0,1,front,high,unround,0.8596078431372549,0.8596078431372549
90,冰,bing1,6,444612,920261,-0.348,63107,85087,179232,342402,405065,289900,196.595,415.059,857.569,1654.116,2411.101,3221.111,1459.259,2.836,151.004,3.818,3.75,1.9,3.1,piŋ,1,high,level,1,0,0,front,high,unround,0.3257533851134867,0.3257533851134867
91,兵,bing1,7,4454868,242185,0.897,419475,965303,1590821,1060511,546649,108036,1306.776,4708.795,7611.584,5123.242,3253.863,1200.4,3867.443,2.412,323.423,3.489,3.625,2.8,3.3,piŋ,1,high,level,1,0,0,front,high,unround,0.9484389467182933,0.9484389467182933
92,丙,bing3,5,473169,184529,0.439,328604,138887,91163,56660,28758,13476,1023.688,677.498,436.187,273.72,171.179,149.733,455.334,3.341,20.773,4.662,2.4375,2.5,2.6,piŋ,3,low,falling-rising,0,1,1,front,high,unround,0.7194320189509471,0.7194320189509471
93,邴,bing3,7,55,5,0.833,3,4,5,17,17,14,0.009,0.02,0.024,0.082,0.101,0.156,0.065,5.973,0.0,6.0,3.0,2.9,2.8,piŋ,3,low,falling-rising,0,1,1,front,high,unround,0.9166666666666666,0.9166666666666666
94,秉,bing3,8,204130,34801,0.709,118021,33922,24057,19430,20561,22775,367.667,165.473,115.105,93.865,122.387,253.056,186.259,3.728,11.576,4.9,3.875,3.5,3.2,piŋ,3,low,falling-rising,0,1,1,front,high,unround,0.8543470709116858,0.8543470709116858
95,柄,bing3,9,15255,1392,0.833,1699,640,874,2080,4678,6683,5.293,3.122,4.182,10.048,27.845,74.256,20.791,4.662,17.557,4.731,2.5625,2.7,3.0,piŋ,3,low,falling-rising,0,1,1,front,high,unround,0.9163813299693638,0.9163813299693638
96,炳,bing3,9,1598317,336561,0.652,949766,364584,235680,176174,133900,76268,2958.773,1778.459,1127.656,851.082,797.024,847.422,1393.403,2.856,14.599,4.807,3.6875,3.2,3.3,piŋ,3,low,falling-rising,0,1,1,front,high,unround,0.8260556996358427,0.8260556996358427
97,卜,bo,2,21735,12990,0.252,9943,4029,3691,5798,5970,5292,30.975,19.654,17.66,28.01,35.536,58.8,31.773,4.484,28.94,4.524,3.3125,2.9,2.7,puo,missing,missing,missing,missing,missing,missing,back,high,rounded,0.6259179265658747,0.6259179265658747
98,波,bo1,8,5517079,1119504,0.663,512107,927157,1845373,2111097,1000714,240740,1595.349,4522.717,8829.536,10198.536,5956.631,2674.889,5629.61,2.249,273.967,3.561,3.9375,3.6,3.4,puo,1,high,level,1,0,0,back,high,rounded,0.8313131923461214,0.8313131923461214
99,玻,bo1,9,2612,442,0.711,128,255,593,1114,736,228,0.399,1.244,2.837,5.382,4.381,2.533,2.796,5.421,83.476,4.073,2.8125,2.7,2.8,puo,1,high,level,1,0,0,back,high,rounded,0.8552717747216765,0.8552717747216765
100,菠,bo1,11,4139,2508,0.245,163,469,1152,2237,1828,828,0.508,2.288,5.512,10.807,10.881,9.2,6.533,5.123,4.888,5.23,2.75,3.2,2.6,puo,1,high,level,1,0,0,back,high,rounded,0.6226869264329773,0.6226869264329773
101,伯,bo2,7,542519,139798,0.59,360540,130399,78544,52019,38149,22343,1123.178,636.093,375.809,251.3,227.077,248.256,476.952,3.321,174.992,3.755,3.1875,3.1,3.3,puo,2,mid,rising,0,1,0,back,high,rounded,0.7951128287877922,0.7951128287877922
102,泊,bo2,8,23534,5210,0.637,1675,1359,2153,5188,7223,11154,5.218,6.629,10.301,25.063,42.994,123.933,35.69,4.435,26.175,4.566,3.375,3.3,3.3,pʰuo,2,mid,rising,0,1,0,back,high,rounded,0.8187447815196215,0.8187447815196215
103,勃,bo2,9,65383,7933,0.784,4115,4840,9794,21934,20286,12286,12.819,23.61,46.861,105.961,120.75,136.511,74.419,4.123,60.967,4.208,3.875,3.3,3.8,puo,2,mid,rising,0,1,0,back,high,rounded,0.8917971520541219,0.8917971520541219
104,铂,bo2,10,6765,1161,0.707,165,189,577,1521,1842,3635,0.514,0.922,2.761,7.348,10.964,40.389,10.483,4.94,2.894,5.41,3.0625,2.5,3.4,puo,2,mid,rising,0,1,0,back,high,rounded,0.8535200605601817,0.8535200605601817
105,博,bo2,12,2060262,283098,0.758,44752,38008,86822,447216,803755,925068,139.414,185.405,415.416,2160.464,4784.256,10278.533,2993.915,2.524,93.766,4.023,4.9375,3.9,4.4,puo,2,mid,rising,0,1,0,back,high,rounded,0.879191417451864,0.879191417451864
106,渤,bo2,12,19131,2385,0.778,1973,1522,2397,4220,4467,6919,6.146,7.424,11.469,20.386,26.589,76.878,24.815,4.588,7.46,5.073,3.9375,3.9,3.7,puo,2,mid,rising,0,1,0,back,high,rounded,0.8891522587841606,0.8891522587841606
107,搏,bo2,13,16639,1463,0.838,128,186,479,3025,7050,7236,0.399,0.907,2.292,14.614,41.964,80.4,23.429,4.612,27.397,4.547,3.25,3.1,3.5,puo,2,mid,rising,0,1,0,back,high,rounded,0.9191802010827533,0.9191802010827533
108,擘,bo4,17,1314,241,0.69,20,62,391,605,322,155,0.062,0.302,1.871,2.923,1.917,1.722,1.466,5.608,0.0,6.0,3.0625,2.6,3.1,puo,4,high,falling,0,0,1,back,high,rounded,0.845016077170418,0.845016077170418
109,布,bu4,5,41532,13806,0.501,15735,9613,9875,9115,7211,3790,49.019,46.893,47.249,44.034,42.923,42.111,45.372,4.334,489.411,3.309,3.0625,3.0,2.8,pu,4,high,falling,0,0,1,back,high,rounded,0.7505150168058116,0.7505150168058116
110,步,bu4,7,144816,41060,0.558,95871,35006,25831,14795,9507,4727,298.664,170.761,123.593,71.473,56.589,52.522,128.934,3.886,699.195,3.155,3.25,3.3,2.9,pu,4,high,falling,0,0,1,back,high,rounded,0.779100045191418,0.779100045191418
111,部,bu4,10,1241,135,0.804,225,172,247,331,286,115,0.701,0.839,1.182,1.599,1.702,1.278,1.217,5.654,1996.874,2.699,3.0,2.8,3.2,pu,4,high,falling,0,0,1,back,high,rounded,0.9018895348837209,0.9018895348837209
120,参,can1,8,22501,10045,0.383,7106,5983,8110,6874,3793,767,22.137,29.185,38.804,33.208,22.577,8.522,25.739,4.573,398.41,3.399,3.0625,3.2,3.4,ʂen,1,high,level,1,0,0,front,middle,unround,0.6913599213421004,0.6913599213421004
121,灿,can4,7,740373,292290,0.434,195181,121941,129266,200366,215442,170647,608.04,594.834,618.498,967.952,1282.393,1896.078,994.633,3.002,18.908,4.701,4.1875,4.2,3.3,t͡sʰan,4,high,falling,0,0,1,center,low,unround,0.7169550957088615,0.7169550957088615
122,粲,can4,13,2433,2989,-0.103,28,43,125,927,1675,2625,0.087,0.21,0.598,4.478,9.97,29.167,7.418,5.075,0.45,5.839,4.125,3.7,3.5,t͡sʰan,4,high,falling,0,0,1,center,low,unround,0.44872740686093693,0.44872740686093693
123,璨,can4,17,10272,22151,-0.366,133,234,742,6350,11207,13699,0.414,1.141,3.55,30.676,66.708,152.211,42.45,4.362,1.029,5.693,4.625,4.3,3.6,t͡sʰan,4,high,falling,0,0,1,center,low,unround,0.31681213953058013,0.31681213953058013
124,仓,cang1,4,188522,5293,0.945,83463,47395,34446,18557,8120,2421,260.009,231.195,164.813,89.647,48.333,26.9,136.816,3.861,42.51,4.361,2.9375,3.0,2.9,t͡sʰaŋ,1,high,level,1,0,0,center,low,unround,0.9726904522353791,0.9726904522353791
125,苍,cang1,7,26699,2560,0.825,10431,6002,5381,4174,2523,732,32.495,29.278,25.746,20.164,15.018,8.133,21.806,4.642,46.819,4.32,2.75,2.8,2.8,t͡sʰaŋ,1,high,level,1,0,0,center,low,unround,0.9125055538466796,0.9125055538466796
126,沧,cang1,7,4272,177,0.92,1133,574,774,916,705,352,3.53,2.8,3.703,4.425,4.196,3.911,3.761,5.322,8.746,5.011,3.125,3.1,2.9,t͡sʰaŋ,1,high,level,1,0,0,center,low,unround,0.9602157788267026,0.9602157788267026
127,藏,cang2,17,4772,13635,-0.482,7030,2311,2258,3523,2759,575,21.9,11.273,10.804,17.019,16.423,6.389,13.968,4.825,157.306,3.801,2.3125,2.4,2.9,t͡saŋ,2,mid,rising,0,1,0,center,low,unround,0.2592491986744173,0.2592491986744173
131,策,ce4,12,98477,10271,0.811,14322,9061,11803,19984,36493,17142,44.617,44.2,56.474,96.541,217.22,190.467,108.253,3.962,266.379,3.573,3.8125,3.4,4.0,t͡sʰe,4,high,falling,0,0,1,front,middle,unround,0.9055522860190532,0.9055522860190532
132,岑,cen2,7,34318,42598,-0.108,14349,6923,7304,15955,20405,11951,44.701,33.771,34.947,77.077,121.458,132.789,74.124,4.124,4.888,5.23,3.6875,3.2,3.4,t͡sʰen,2,mid,rising,0,1,0,front,middle,unround,0.4461750481044256,0.4461750481044256
133,涔,cen2,10,978,1674,-0.262,33,45,95,454,1096,927,0.103,0.22,0.455,2.193,6.524,10.3,3.299,5.367,1.415,5.617,2.9375,2.8,2.9,t͡sʰen,2,mid,rising,0,1,0,front,middle,unround,0.36877828054298645,0.36877828054298645
134,层,ceng2,7,2836,8086,-0.481,3027,1482,1240,2279,2477,460,9.43,7.229,5.933,11.01,14.744,5.111,8.91,5.004,429.987,3.366,2.5625,2.8,2.9,t͡sʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.25965940303973634,0.25965940303973634
135,曾,ceng2,12,49232,26881,0.294,14954,8220,9916,15953,17260,9770,46.586,40.098,47.445,77.068,102.738,108.556,70.415,4.146,358.473,3.444,3.125,2.9,3.0,t͡seŋ,2,mid,rising,0,1,0,front,middle,unround,0.6468277429611236,0.6468277429611236
136,茶,cha2,9,3637,134544,-0.947,67824,33597,23073,9833,2909,574,211.29,163.888,110.397,47.502,17.315,6.378,92.795,4.028,109.908,3.955,3.125,3.3,2.8,ʈ͡ʂʰa,2,mid,rising,0,1,0,center,low,unround,0.026320550582207395,0.026320550582207395
137,查,cha2,9,4782,4995,-0.022,2743,2109,1256,2238,1102,335,8.545,10.288,6.01,10.812,6.56,3.722,7.656,5.063,318.792,3.495,2.875,3.3,3.1,ʈ͡ʂa,2,mid,rising,0,1,0,center,low,unround,0.48910708806382325,0.48910708806382325
140,婵,chan2,11,3343,548106,-0.988,140866,85102,80908,120456,97079,26629,438.835,415.132,387.12,581.913,577.851,295.878,449.455,3.346,0.0,6.0,4.1875,3.7,3.1,ʈ͡ʂʰan,2,mid,rising,0,1,0,center,low,unround,0.00606221064867286,0.00606221064867286
141,禅,chan2,12,1512,1842,-0.098,452,257,339,938,1006,362,1.408,1.254,1.622,4.531,5.988,4.022,3.138,5.383,20.001,4.678,3.6875,3.9,3.2,ʂan,2,mid,rising,0,1,0,center,low,unround,0.45080500894454384,0.45080500894454384
142,蝉,chan2,14,1942,16197,-0.786,6562,3013,2121,3095,2502,845,20.442,14.698,10.148,14.952,14.893,9.389,14.087,4.821,6.303,5.137,2.625,2.9,2.5,ʈ͡ʂʰan,2,mid,rising,0,1,0,center,low,unround,0.10706213131925685,0.10706213131925685
143,潺,chan2,15,1283,1684,-0.135,59,49,221,1379,973,286,0.184,0.239,1.057,6.662,5.792,3.178,2.852,5.414,6.688,5.114,3.5,3.5,3.0,ʈ͡ʂʰan,2,mid,rising,0,1,0,center,low,unround,0.43242332322210986,0.43242332322210986
144,产,chan3,6,14627,1300,0.837,2979,3002,6482,2902,486,81,9.28,14.644,31.014,14.019,2.893,0.9,12.125,4.882,2729.962,2.564,2.6875,2.7,2.7,ʈ͡ʂʰan,3,low,falling-rising,0,1,1,center,low,unround,0.9183775977899165,0.9183775977899165
145,昌,chang1,8,4834799,996487,0.658,2481885,1145936,933846,636153,436053,199330,7731.729,5589.932,4468.163,3073.203,2595.554,2214.778,4278.893,2.369,63.476,4.191,4.4375,3.8,4.0,ʈ͡ʂʰaŋ,1,high,level,1,0,0,center,low,unround,0.8291136809273288,0.8291136809273288
146,尝,chang2,9,658,628,0.023,765,138,117,118,116,32,2.383,0.673,0.56,0.57,0.69,0.356,0.872,5.728,45.983,4.328,2.4375,2.7,2.8,ʈ͡ʂʰaŋ,2,mid,rising,0,1,0,center,low,unround,0.5116640746500778,0.5116640746500778
147,常,chang2,11,556042,233275,0.409,267098,156848,150334,117039,67245,30876,832.081,765.112,719.301,565.406,400.268,343.067,604.206,3.218,1172.078,2.931,3.5625,3.7,3.1,ʈ͡ʂʰaŋ,2,mid,rising,0,1,0,center,low,unround,0.7044596784308459,0.7044596784308459
148,偿,chang2,11,219,342,-0.219,261,40,43,79,103,30,0.813,0.195,0.206,0.382,0.613,0.333,0.424,5.846,55.63,4.247,1.9375,2.8,2.2,ʈ͡ʂʰaŋ,2,mid,rising,0,1,0,center,low,unround,0.39037433155080214,0.39037433155080214
149,嫦,chang2,14,299,159246,-0.996,50862,32809,33076,27819,12556,2697,158.449,160.044,158.258,134.391,74.738,29.967,119.308,3.92,6.045,5.152,4.0,3.8,3.1,ʈ͡ʂʰaŋ,2,mid,rising,0,1,0,center,low,unround,0.001874079413331662,0.001874079413331662
150,长,chang2,4,5015722,1536700,0.531,2772125,1481937,1172582,686773,317538,116500,8635.903,7228.961,5610.44,3317.744,1890.107,1294.444,4662.933,2.331,2037.391,2.691,3.875,3.3,3.4,ʈ͡ʂaŋ,2,mid,rising,0,1,0,center,low,unround,0.7654760331370598,0.7654760331370598
151,厂,chang3,2,20146,321,0.969,2297,4584,9599,3034,738,117,7.156,22.361,45.928,14.657,4.393,1.3,15.966,4.77,403.234,3.393,2.5,2.6,2.7,ʈ͡ʂʰaŋ,3,low,falling-rising,0,1,1,center,low,unround,0.9843162163482679,0.9843162163482679
152,场,chang3,6,5377,159,0.943,786,1147,1884,1087,505,138,2.449,5.595,9.014,5.251,3.006,1.533,4.475,5.262,871.936,3.059,2.4375,2.5,2.6,ʈ͡ʂʰaŋ,3,low,falling-rising,0,1,1,center,low,unround,0.971278901734104,0.971278901734104
153,昶,chang3,9,45506,4728,0.812,7468,3888,5987,7520,12226,13113,23.265,18.966,28.646,36.329,72.774,145.7,54.28,4.257,1.286,5.641,3.9375,3.4,3.7,ʈ͡ʂʰaŋ,3,low,falling-rising,0,1,1,center,low,unround,0.9058804793566111,0.9058804793566111
154,畅,chang4,8,181748,187418,-0.015,17101,11034,25347,61385,128242,126033,53.274,53.824,121.278,296.546,763.345,1400.367,448.106,3.348,38.973,4.398,4.625,4.2,3.7,ʈ͡ʂʰaŋ,4,high,falling,0,0,1,center,low,unround,0.49232052789260117,0.49232052789260117
155,唱,chang4,11,3938,8307,-0.357,330,225,523,2219,6834,2070,1.028,1.098,2.502,10.72,40.679,23.0,13.171,4.849,172.548,3.761,3.375,3.3,2.8,ʈ͡ʂʰaŋ,4,high,falling,0,0,1,center,low,unround,0.32160065332788895,0.32160065332788895
165,车,che1,4,6405,7427,-0.074,3737,2392,2820,2502,1914,469,11.642,11.668,13.493,12.087,11.393,5.211,10.916,4.924,600.349,3.221,3.0625,2.9,3.1,t͡ɕy,1,high,level,1,0,0,front,high,rounded,0.46305668016194335,0.46305668016194335
166,彻,che4,7,3050,313,0.814,447,202,211,328,538,1621,1.393,0.985,1.01,1.585,3.202,18.011,4.364,5.271,120.841,3.914,3.25,2.8,3.4,ʈ͡ʂʰe,4,high,falling,0,0,1,front,middle,unround,0.9069283377936367,0.9069283377936367
167,澈,che4,15,4344,2059,0.357,258,218,429,1049,1885,2562,0.804,1.063,2.053,5.068,11.22,28.467,8.113,5.04,8.746,5.011,4.0625,3.8,3.7,ʈ͡ʂʰe,4,high,falling,0,0,1,front,middle,unround,0.678431985007028,0.678431985007028
168,郴,chen1,10,2501,819,0.507,136,203,342,765,987,885,0.424,0.99,1.636,3.696,5.875,9.833,3.742,5.324,0.45,5.839,3.625,3.3,3.2,ʈ͡ʂʰen,1,high,level,1,0,0,front,middle,unround,0.7533132530120482,0.7533132530120482
169,琛,chen1,12,177680,86023,0.348,20421,7675,20292,50396,95918,68935,63.617,37.439,97.091,243.459,570.94,765.944,296.415,3.527,1.608,5.584,4.375,3.9,3.9,ʈ͡ʂʰen,1,high,level,1,0,0,front,middle,unround,0.6737883148845482,0.6737883148845482
170,臣,chen2,6,1315806,62211,0.91,641319,301866,195132,123798,79218,38907,1997.879,1472.517,933.646,598.058,471.536,432.3,984.323,3.006,54.343,4.257,3.0,3.1,3.3,ʈ͡ʂʰen,2,mid,rising,0,1,0,front,middle,unround,0.95485469337461,0.95485469337461
171,尘,chen2,6,14800,6299,0.403,1696,768,1205,3129,8755,5631,5.283,3.746,5.766,15.116,52.113,62.567,24.099,4.6,50.292,4.29,2.0625,3.3,2.7,ʈ͡ʂʰen,2,mid,rising,0,1,0,front,middle,unround,0.7014550452628087,0.7014550452628087
172,辰,chen2,7,399521,159184,0.43,67770,25415,21625,84320,134575,224955,211.121,123.976,103.469,407.343,801.042,2499.5,691.075,3.16,13.248,4.846,4.1875,3.6,3.8,ʈ͡ʂʰen,2,mid,rising,0,1,0,front,middle,unround,0.7150839888671123,0.7150839888671123
173,沉,chen2,7,2877,5044,-0.274,1511,796,815,1987,2367,450,4.707,3.883,3.9,9.599,14.089,5.0,6.863,5.104,256.86,3.589,2.375,2.7,2.9,ʈ͡ʂʰen,2,mid,rising,0,1,0,front,middle,unround,0.3632117156924631,0.3632117156924631
174,忱,chen2,7,36516,8383,0.627,17984,7754,4803,5882,6081,2390,56.025,37.824,22.981,28.415,36.196,26.556,34.666,4.448,5.274,5.202,3.4375,3.4,2.9,ʈ͡ʂʰen,2,mid,rising,0,1,0,front,middle,unround,0.8132920555023497,0.8132920555023497
175,陈,chen2,7,215129,187502,0.069,93371,27574,35860,78601,104533,62658,290.875,134.507,171.579,379.715,622.22,696.2,382.516,3.416,290.495,3.535,3.0625,2.7,2.9,ʈ͡ʂʰen,2,mid,rising,0,1,0,front,middle,unround,0.5343080885475783,0.5343080885475783
176,宸,chen2,10,107931,30533,0.559,1426,583,1314,8662,35091,91397,4.442,2.844,6.287,41.845,208.875,1015.522,213.303,3.669,0.45,5.839,4.25,3.6,3.2,ʈ͡ʂʰen,2,mid,rising,0,1,0,front,middle,unround,0.7794878091056159,0.7794878091056159
177,晨,chen2,11,1136672,815879,0.164,27649,36921,72658,311776,786120,713577,86.134,180.102,347.646,1506.164,4679.286,7928.633,2454.661,2.61,65.662,4.176,4.625,3.7,3.6,ʈ͡ʂʰen,2,mid,rising,0,1,0,front,middle,unround,0.5821471500616373,0.5821471500616373
178,谌,chen2,11,682,308,0.378,69,42,59,289,294,237,0.215,0.205,0.282,1.396,1.75,2.633,1.08,5.682,0.322,5.879,3.5625,3.2,3.1,ʈ͡ʂʰen,2,mid,rising,0,1,0,front,middle,unround,0.6888888888888889,0.6888888888888889
179,趁,chen4,12,6586,28576,-0.625,11328,8194,6932,5502,2482,552,35.29,39.971,33.167,26.58,14.774,6.133,25.986,4.569,27.075,4.552,2.25,2.4,2.8,ʈ͡ʂʰen,4,high,falling,0,0,1,front,middle,unround,0.18730447642341164,0.18730447642341164
180,琤,cheng1,10,1429,3210,-0.384,430,399,1266,1616,687,246,1.34,1.946,6.057,7.807,4.089,2.733,3.995,5.301,0.386,5.858,3.5,3.1,3.4,ʈ͡ʂʰeŋ,1,high,level,1,0,0,front,middle,unround,0.30804052597542575,0.30804052597542575
181,称,cheng1,10,7219,6199,0.076,2954,2021,1893,2988,2588,1058,9.202,9.859,9.057,14.435,15.405,11.756,11.619,4.899,486.903,3.312,2.6875,2.5,3.1,ʈ͡ʂʰeŋ,1,high,level,1,0,0,front,middle,unround,0.5380086451035921,0.5380086451035921
182,成,cheng2,6,11279627,2009329,0.698,4918990,2598346,2148822,1663787,1344459,614690,15323.956,12674.859,10281.445,8037.618,8002.732,6829.889,10191.75,1.992,3425.17,2.465,4.3125,3.6,3.8,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.8487970763090795,0.8487970763090795
183,丞,cheng2,6,54955,3717,0.873,577,548,1797,8471,17143,30152,1.798,2.673,8.598,40.923,102.042,335.022,81.843,4.082,5.659,5.177,3.875,3.3,3.6,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.9366478047450232,0.9366478047450232
184,呈,cheng2,7,93865,28348,0.536,32804,14955,14009,21246,22443,16761,102.193,72.951,67.029,102.638,133.589,186.233,110.772,3.952,92.609,4.029,3.5,3.0,3.5,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.7680443160711218,0.7680443160711218
185,枨,cheng2,8,411,90,0.641,31,12,25,76,143,209,0.097,0.059,0.12,0.367,0.851,2.322,0.636,5.786,0.0,6.0,2.6875,2.8,2.9,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.8203592814371258,0.8203592814371258
186,诚,cheng2,8,536683,43602,0.85,89473,47936,54771,99853,147547,140430,278.732,233.834,262.062,482.382,878.256,1560.333,615.933,3.21,92.737,4.028,4.625,4.5,3.7,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.9248610596517228,0.9248610596517228
187,承,cheng2,8,1067757,314925,0.544,489819,236666,218158,175585,147012,115873,1525.916,1154.468,1043.818,848.237,875.071,1287.478,1122.498,2.949,240.461,3.617,4.0,4.2,3.8,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.7722361323861886,0.7722361323861886
188,城,cheng2,9,742645,38616,0.901,137716,79776,93339,148760,189080,132775,429.022,389.151,446.598,718.647,1125.476,1475.278,764.029,3.116,430.116,3.365,3.5,3.4,2.9,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.9505722159431995,0.9505722159431995
189,宬,cheng2,9,1073,264,0.605,7,16,55,283,397,579,0.022,0.078,0.263,1.367,2.363,6.433,1.754,5.56,0.0,6.0,3.3125,3.1,3.1,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.8025430067314884,0.8025430067314884
190,埕,cheng2,10,583,106,0.692,107,55,54,112,164,197,0.333,0.268,0.258,0.541,0.976,2.189,0.761,5.754,1.029,5.693,2.8125,2.8,2.5,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.8461538461538461,0.8461538461538461
191,乘,cheng2,10,11959,2344,0.672,1358,918,1448,2736,4282,3552,4.231,4.478,6.928,13.217,25.488,39.467,15.635,4.779,86.435,4.058,2.875,2.8,2.9,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.8361182968607984,0.8361182968607984
192,珵,cheng2,11,369,629,-0.261,25,9,33,378,354,199,0.078,0.044,0.158,1.826,2.107,2.211,1.071,5.684,0.0,6.0,3.5625,3.2,3.1,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.3697394789579158,0.3697394789579158
193,铖,cheng2,11,61995,6562,0.809,472,708,2359,11491,26612,26869,1.47,3.454,11.287,55.512,158.405,298.544,88.112,4.05,0.0,6.0,3.625,2.6,3.0,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.9042840264305614,0.9042840264305614
194,程,cheng2,12,758016,179524,0.617,55006,43972,74210,202266,330156,232109,171.358,214.498,355.072,977.13,1965.214,2578.989,1043.71,2.981,913.803,3.039,3.3125,3.2,3.1,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.8085159033214583,0.8085159033214583
195,澄,cheng2,15,51459,21985,0.401,14393,5150,6126,11318,17967,18517,44.838,25.122,29.311,54.676,106.946,205.744,77.773,4.104,15.949,4.771,3.6875,3.6,3.0,teŋ,2,mid,rising,0,1,0,front,middle,unround,0.7006562823375633,0.7006562823375633
196,橙,cheng2,16,6286,6991,-0.053,387,279,524,2770,5347,3972,1.206,1.361,2.507,13.382,31.827,44.133,15.736,4.776,8.296,5.032,3.125,3.4,2.6,ʈ͡ʂʰeŋ,2,mid,rising,0,1,0,front,middle,unround,0.4734503276342547,0.4734503276342547
